,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare
18,1,Unit,2024,550.0,302/15-21 harrow street,box hill,3128.0,2,2,-37.8213496,145.1249495,207031163,Greater Melbourne,20.57639,0.94714,1.00624,0.9946,0.23008,0.71612
19,1,Unit,2024,530.0,104/533-535 mt alexander rd,moonee ponds,3039.0,2,1,-37.7701275,144.9257252,206031116,Greater Melbourne,7.52482,0.59749,0.64916,1.23729,0.81996,0.84241
20,1,House,2024,1095.0,14 neville street,albert park,3206.0,3,2,-37.8474116,144.9560136,206051128,Greater Melbourne,5.00955,0.25911,0.42008999999999996,3.94583,0.93203,1.02558
21,0,Unit,2024,480.0,3/164-168 arden street,north melbourne,3051.0,1,1,-37.800354,144.9462448,206041506,Greater Melbourne,2.94465,0.4186,0.40344,1.07393,0.72124,0.8824500000000001
22,1,Unit,2024,420.0,3/680 waverley road,glen waverley,3150.0,2,1,-37.8885308,145.1594268,212051322,Greater Melbourne,23.044700000000002,0.36163999999999996,0.5307799999999999,1.80603,1.67896,0.5972000000000001
23,2,Townhouse,2024,650.0,3/426 buckley st,essendon west,3040.0,3,2,-37.7530297,144.884826,210011230,Greater Melbourne,12.60149,0.92457,0.35408999999999996,2.8537,1.14973,0.8388300000000001
24,2,Townhouse,2024,550.0,22 seeber street,epping,3076.0,3,2,-37.632032,145.0011384,209041433,Greater Melbourne,25.5218,2.18795,1.30059,4.90719,1.88937,2.69312
25,0,Unit,2024,700.0,701/151 berkeley street,melbourne,3000.0,2,1,-37.8021006,144.9583883,206041117,Greater Melbourne,1.5503900000000002,0.47270999999999996,0.15359,1.7654400000000001,0.40617000000000003,0.12742
26,2,House,2024,850.0,54 barossa avenue,vermont south,3133.0,5,3,-37.85623289999999,145.1974292,211041273,Greater Melbourne,33.061519999999994,3.35271,0.5264,8.68443,1.6405699999999999,0.30307
27,2,House,2024,745.0,1/57 almond st,caulfield south,3162.0,3,2,-37.8897298,145.0275859,208021178,Greater Melbourne,13.30287,0.6485299999999999,1.63941,1.56373,0.75462,0.85102
28,2,Unit,2024,1080.0,3/28 hawthorn glen,hawthorn,3122.0,3,2,-37.8322552,145.0319502,207011520,Greater Melbourne,8.366340000000001,0.39112,0.37864,1.01711,0.61248,2.05367
29,6,House,2024,650.0,9 wintersun drive,albanvale,3021.0,3,2,-37.7469435,144.7684986,213011333,Greater Melbourne,27.82218,0.84499,1.06184,4.75188,1.38141,2.02384
30,2,House,2024,600.0,7 smythe avenue,mernda,3754.0,4,2,-37.6046223,145.0605681,209041532,Greater Melbourne,32.18209,2.50319,1.0104199999999999,4.71713,3.99645,3.92741
31,3,House,2024,650.0,24 fulton crescent,burwood,3125.0,3,1,-37.848226,145.1310193,207031165,Greater Melbourne,17.96003,1.1744400000000002,1.25304,3.24631,0.39114,3.94905
32,1,Unit,2024,625.0,405/28 swindon road,hughesdale,3166.0,2,2,-37.8972109,145.086841,208021180,Greater Melbourne,17.51375,0.47579000000000005,0.75999,0.49027,0.47934,0.26350999999999997
33,3,House,2024,525.0,78 edenvale boulevard,wollert,3750.0,3,2,-37.6175454,145.0153968,209041437,Greater Melbourne,27.59987,1.16586,0.59324,5.74671,1.1093,4.77119
34,2,Townhouse,2024,870.0,4/969 mt alexander rd,essendon,3040.0,4,2,-37.7493,144.912511,206031502,Greater Melbourne,11.15831,0.44121,1.13597,1.16156,0.6981799999999999,3.40696
35,0,Unit,2024,640.0,4604/301 king street,melbourne,3000.0,1,1,-37.8132921,144.954018,206041505,Greater Melbourne,1.2914700000000001,0.23465,0.5310499999999999,0.39343,0.58284,1.68668
36,2,House,2024,695.0,309c stud road,dandenong north,3175.0,4,3,-37.9540419,145.2261129,212041312,Greater Melbourne,33.12416,2.33579,1.19991,5.66993,1.73074,1.01689
37,0,Unit,2024,560.0,307/33 batman street,west melbourne,3003.0,2,1,-37.8108602,144.9518268,206041510,Greater Melbourne,1.61131,0.22346000000000002,0.8509,0.71327,0.6490199999999999,0.7662
38,2,House,2024,850.0,12 carambola place,berwick,3806.0,5,3,-38.0765737,145.3572574,212021553,Greater Melbourne,51.521300000000004,2.6016999999999997,2.1343400000000003,4.1978,5.01284,3.58577
39,1,Townhouse,2024,875.0,1/28-30 charles street,northcote,3070.0,2,1,-37.7769646,144.9915337,206021500,Greater Melbourne,5.75879,0.44739,0.29597,0.21611000000000002,0.96297,0.64879
40,1,Unit,2024,700.0,902c/2 tannery walk,footscray,3011.0,3,2,-37.8002319,144.9071097,213031348,Greater Melbourne,6.739739999999999,0.36062,0.81635,1.5654400000000002,0.6224299999999999,0.31759
41,2,House,2024,500.0,7 roseneath way,mickleham,3064.0,3,2,-37.52999519999999,144.9093125,210051445,Greater Melbourne,42.65014,0.6701699999999999,0.5835,6.7621400000000005,2.23937,10.182049999999998
42,1,Unit,2024,600.0,505/12-14 nelson road,box hill,3128.0,2,2,-37.8161925,145.1197517,207031163,Greater Melbourne,19.51853,1.1183299999999998,0.86172,1.72627,1.02363,0.35714
43,0,Unit,2024,750.0,3909/462 elizabeth street,melbourne,3000.0,2,1,-37.807859,144.960611,206041504,Greater Melbourne,0.80186,0.8021900000000001,0.30031,1.17276,0.03077,0.31149
44,0,Unit,2024,800.0,5 hartley,caulfield,3162.0,3,2,-37.8806606,145.0214734,208021178,Greater Melbourne,11.98667,0.06351,0.05938,2.3957100000000002,0.86097,0.5781499999999999
45,1,House,2024,425.0,6 berkley place,melton west,3337.0,3,1,-37.6730929,144.5658323,213041358,Greater Melbourne,46.12592,0.9343400000000001,2.5026100000000002,5.24026,2.1655300000000004,2.2039400000000002
46,1,Unit,2024,610.0,1811/50 albert road,south melbourne,3205.0,2,1,-37.8340507,144.9713202,206051512,Greater Melbourne,2.67977,0.45244999999999996,0.39532999999999996,2.01583,0.69828,1.37161
47,0,House,2024,760.0,7 leinster grove,brunswick east,3057.0,4,1,-37.7712901,144.972432,206011106,Greater Melbourne,5.2489,0.701,0.27662,1.8156700000000001,0.51964,0.33152
48,1,Unit,2024,700.0,105/2 nelson st,balaclava,3183.0,2,2,-37.8658605,144.994003,206051134,Greater Melbourne,7.61471,1.58873,0.88398,0.63042,0.39661,0.9213600000000001
49,0,Unit,2024,789.0,99 franklin street,melbourne,3000.0,1,1,-37.8081956,144.9612917,206041504,Greater Melbourne,0.85612,0.77154,0.26966,1.14211,0.11297,0.49273
50,8,House,2024,650.0,77 rowes lane,wallan,3756.0,4,2,-37.4115026,144.9602909,209041224,Greater Melbourne,53.34538,2.62573,2.43612,6.10907,2.86558,14.49207
51,0,House,2024,825.0,87 montague street,southbank,3006.0,3,2,-37.8299017,144.9496307,206051511,Greater Melbourne,2.96591,0.11909,0.31051999999999996,1.90219,1.1381700000000001,1.00516
52,2,Townhouse,2024,800.0,1/15 raymond street,noble park,3174.0,4,3,-37.97050970000001,145.171736,212041460,Greater Melbourne,34.51746,0.40574,0.49155,1.05508,0.9457899999999999,0.5428200000000001
53,2,House,2024,550.0,17 stradbroke close,berwick,3806.0,3,2,-38.011784,145.321922,212021293,Greater Melbourne,43.49929,0.8993300000000001,0.50072,4.96405,0.44217,6.11199
54,1,Unit,2024,455.0,311/632 doncaster road,doncaster,3108.0,1,1,-37.7875232,145.1266175,207021157,Greater Melbourne,18.27584,1.36017,0.9530299999999999,4.68175,0.33353,0.90744
55,1,Unit,2024,550.0,8/380 inkerman street,st kilda,3182.0,1,1,-37.8650001,144.9885663,206051513,Greater Melbourne,6.596229999999999,0.90351,0.49132,0.89708,0.06956999999999999,1.41086
56,1,Unit,2024,530.0,3/24 cohuna street,brunswick west,3055.0,2,1,-37.7727271,144.9410949,206011107,Greater Melbourne,6.239229999999999,0.55868,0.45200999999999997,1.83375,1.33599,1.39392
57,2,House,2024,1100.0,37 curlew point drive,patterson lakes,3197.0,4,3,-38.0772067,145.1415997,208031185,Greater Melbourne,48.0623,1.95912,0.92834,2.69109,2.05177,2.2121500000000003
58,0,Unit,2024,1203.0,a113/348 macaulay road,kensington,3031.0,3,2,-37.7947678,144.9342535,206041121,Greater Melbourne,4.1856599999999995,0.48131,0.43001999999999996,1.65718,0.389,0.5320499999999999
59,0,House,2024,430.0,44 nightingale drive,werribee,3030.0,3,1,-37.8860799,144.6747529,213051467,Greater Melbourne,30.96146,0.56912,0.29425,2.50667,2.3919200000000003,1.7049100000000001
60,1,Townhouse,2024,450.0,158 farm road,werribee,3030.0,2,1,-37.9196617,144.6469653,213051468,Greater Melbourne,37.96646,1.00827,0.23183,3.90713,3.20672,7.75958
61,2,Townhouse,2024,1190.0,20a & 20b henley street,pascoe vale south,3044.0,4,3,-37.749945,144.9315685,206011109,Greater Melbourne,8.366299999999999,1.6643599999999998,5.9938400000000005,2.26635,1.64777,1.51146
62,2,House,2024,630.0,7 dablam street,clyde north,3978.0,4,2,-38.1024816,145.3579939,212031556,Greater Melbourne,56.73212,5.145,0.89597,10.84183,2.85087,7.50387
63,1,Unit,2024,820.0,4805/560 lonsdale street,melbourne,3000.0,2,2,-37.8139691,144.9556528,206041505,Greater Melbourne,0.8678899999999999,0.4014,0.57528,0.38262,0.36551,0.9223
64,1,Unit,2024,530.0,7/4 yorston court,elsternwick,3185.0,2,1,-37.8846597,145.0086263,208021179,Greater Melbourne,9.807739999999999,0.42898000000000003,0.35643,0.80702,0.23609,0.14005
65,2,House,2024,580.0,13 golf links drive,mill park,3082.0,3,1,-37.6617302,145.049495,209041220,Greater Melbourne,21.05753,1.65672,0.6317699999999999,3.16956,1.78816,2.4870900000000002
66,0,Unit,2024,490.0,10/29 mitford street,st kilda,3182.0,2,1,-37.8726068,144.9818687,206051513,Greater Melbourne,8.24626,0.5781000000000001,0.5834400000000001,1.81972,0.42613999999999996,2.8866300000000003
67,0,House,2024,650.0,39 sandells road,tecoma,3160.0,3,1,-37.9002756,145.3459308,211051284,Greater Melbourne,47.01199,0.8297,1.64394,0.9455800000000001,1.74876,2.3300500000000004
68,0,Studio,2024,320.0,127 leicester street,carlton,3053.0,1,1,-37.80288,144.9602773,206041117,Greater Melbourne,1.5540399999999999,0.25533,0.17007,1.54806,0.30307,0.3137
69,1,Unit,2024,600.0,125/33-47 la trobe street,melbourne,3000.0,2,1,-37.8079019,144.9703422,206041503,Greater Melbourne,1.3019,0.96823,0.7368899999999999,0.89066,0.49609,0.90947
70,1,House,2024,710.0,61 clarendon street,thornbury,3071.0,2,1,-37.7597409,145.0044527,206021112,Greater Melbourne,8.56622,0.52559,0.53444,1.03976,0.33096,0.6272300000000001
71,1,Unit,2024,380.0,18/24 brixton rise,glen iris,3146.0,1,1,-37.8588298,145.0596395,208041194,Greater Melbourne,12.17934,1.22183,0.15547999999999998,0.60027,2.66081,0.49906
72,2,Unit,2024,780.0,8/6 sidwell ave,st kilda east,3183.0,2,1,-37.8691498,145.0058189,208021177,Greater Melbourne,9.386709999999999,0.5154,0.6672899999999999,1.5138800000000001,1.05899,0.33453
73,2,House,2024,550.0,27 romulea circuit,diggers rest,3427.0,4,2,-37.6223899,144.694738,210041539,Greater Melbourne,37.064569999999996,2.46305,3.12214,3.28641,5.92292,2.46578
74,1,Townhouse,2024,470.0,10a hanworth avenue,williams landing,3027.0,2,1,-37.8607697,144.7451987,213051363,Greater Melbourne,24.09493,1.1014300000000001,0.012,1.70149,1.4483199999999998,1.30784
75,1,Unit,2024,650.0,409/2-6 railway road,cheltenham,3192.0,3,2,-37.9661517,145.0563838,208031188,Greater Melbourne,25.683880000000002,0.97082,0.50192,0.7138300000000001,0.27404,0.61783
76,2,House,2024,800.0,6 bonnie court,ferntree gully,3156.0,5,2,-37.8912561,145.2824528,211011448,Greater Melbourne,41.05819,2.2120300000000004,0.31980000000000003,2.96634,2.48399,2.51702
77,1,Unit,2024,770.0,g08/1555 malvern road,glen iris,3146.0,2,1,-37.8536224,145.0477641,208041194,Greater Melbourne,11.45055,0.89479,0.47476,1.4971199999999998,0.60777,0.5836
78,1,House,2024,550.0,24 wallaroo avenue,narre warren,3805.0,3,1,-38.0134281,145.3001116,212021456,Greater Melbourne,41.01251,0.84187,2.81492,2.57917,1.8038699999999999,1.83044
79,2,House,2024,550.0,3 maddock street,point cook,3030.0,4,2,-37.9003244,144.7202891,213051466,Greater Melbourne,30.64786,1.26667,0.31689,5.20217,1.2557,3.04372
80,0,Unit,2024,520.0,557 little lonsdale street,melbourne,3000.0,1,1,-37.813306,144.9553567,206041505,Greater Melbourne,0.97573,0.21944,0.46668,0.27353,0.69941,0.8142699999999999
81,0,House,2024,350.0,rear 14 sunshine grove,rye,3941.0,1,1,-38.3818759,144.8313689,214021383,Greater Melbourne,55.34099,1.67473,1.52098,36.90697,1.36521,6.82458
82,2,House,2024,1100.0,8 beltane avenue,brighton east,3187.0,6,4,-37.9030138,145.02426,208011170,Greater Melbourne,14.75453,0.90054,0.80967,2.53057,2.25819,0.26762
83,2,House,2024,580.0,23 pechora street,truganina,3029.0,4,2,-37.7670429,144.6884403,213041359,Greater Melbourne,34.77279,6.99047,0.37812,9.52394,11.58303,8.935540000000001
84,2,Townhouse,2024,700.0,23 morawa drive,mulgrave,3170.0,4,2,-37.928482,145.196241,212051325,Greater Melbourne,28.52151,1.33715,1.71152,5.94784,2.74696,2.44761
85,2,House,2024,650.0,54 marchant avenue,reservoir,3073.0,3,1,-37.7137866,145.0150852,209021523,Greater Melbourne,13.76032,0.6008300000000001,0.78818,1.98559,0.61911,1.35056
86,0,Unit,2024,680.0,1506/63 la trobe street,melbourne,3000.0,1,1,-37.8081542,144.9695394,206041503,Greater Melbourne,1.223,0.88932,0.49348000000000003,0.81175,0.41718,0.83056
87,1,House,2024,530.0,78 bowes avenue,airport west,3042.0,3,1,-37.72780729999999,144.8856627,210011226,Greater Melbourne,15.13766,0.9129700000000001,0.14288,7.6991499999999995,0.62959,1.3091400000000002
88,1,Unit,2024,595.0,5/21 wilson street,south yarra,3141.0,1,1,-37.8437612,144.9964955,206061516,Greater Melbourne,5.609439999999999,1.00522,0.56317,1.16364,0.5628200000000001,0.67529
89,1,House,2024,490.0,37/191-193 lygon street,brunswick east,3057.0,1,1,-37.7718894,144.971423,206011496,Greater Melbourne,5.09141,0.54352,0.28048,1.66085,0.36482,0.17668999999999999
90,2,House,2024,565.0,25 bakanovi drive,truganina,3029.0,4,2,-37.76119509999999,144.674333,213041359,Greater Melbourne,36.73432,5.57017,5.143689999999999,7.20009,9.68729,10.89707
91,1,Townhouse,2024,485.0,13/213-215 camp road,broadmeadows,3047.0,2,1,-37.6884314,144.9383992,210051242,Greater Melbourne,16.964669999999998,0.9225399999999999,0.89943,3.34146,2.95827,2.11728
92,1,House,2024,500.0,1/65 ferguson street,macleod,3085.0,2,1,-37.7273217,145.0742756,209011203,Greater Melbourne,18.02183,0.63505,0.7949400000000001,0.72524,0.5829500000000001,1.67679
93,1,Unit,2024,650.0,g09/13 koonawarra street,clayton,3168.0,2,1,-37.9078447,145.1249291,212051567,Greater Melbourne,21.48122,1.00587,0.7573099999999999,2.1140700000000003,1.16443,1.32455
94,2,House,2024,850.0,21 clinton street,brighton east,3187.0,4,2,-37.9121035,145.0202983,208011170,Greater Melbourne,15.58155,0.39364,0.47398,2.01577,1.71902,1.28176
95,2,Townhouse,2024,820.0,31 emu road,maidstone,3012.0,4,3,-37.7800214,144.8813216,213031347,Greater Melbourne,10.55317,1.51551,1.28074,3.18428,0.99072,1.1053499999999998
96,0,House,2024,750.0,12 empress road,st kilda east,3183.0,2,1,-37.8687222,145.0015679,208021177,Greater Melbourne,9.25619,0.41367000000000004,0.79053,1.12002,1.23442,0.29019
97,0,Unit,2024,290.0,8 porter street,prahran,3181.0,0,1,-37.8508636,144.9899698,206061136,Greater Melbourne,5.63286,0.22037,0.26164,0.70377,0.7653099999999999,0.76315
98,2,House,2024,510.0,30 judith street,dandenong north,3175.0,3,1,-37.9671531,145.2206194,212041312,Greater Melbourne,32.12578,2.02077,1.83534,3.5423299999999998,2.82693,1.22482
99,1,Unit,2024,925.0,4207/22-24 jane bell lane,melbourne,3000.0,2,1,-37.8102191,144.966267,206041504,Greater Melbourne,0.8880399999999999,0.44682,0.15875,0.5254500000000001,0.68035,0.54348
100,1,Unit,2024,775.0,306/132 smith street,collingwood,3066.0,2,2,-37.804475,144.983604,206071141,Greater Melbourne,2.71848,0.4446,0.16050999999999999,1.3960299999999999,0.07393999999999999,0.37639
101,0,Unit,2024,530.0,1704/7 katherine place,melbourne,3000.0,1,1,-37.8201715,144.9564604,206041505,Greater Melbourne,1.3044200000000001,0.9923200000000001,0.3504,0.6133200000000001,0.43160000000000004,1.04056
102,1,Unit,2024,675.0,1/950 burke road,deepdene,3103.0,3,1,-37.8106331,145.0610736,207011147,Greater Melbourne,9.4821,0.16556,0.46926999999999996,1.9193699999999998,1.0834300000000001,0.02431
103,2,House,2024,600.0,10 furlong court,endeavour hills,3802.0,4,2,-37.96843130000001,145.2731205,212021453,Greater Melbourne,36.71067,1.0272999999999999,1.62906,6.64343,2.3915100000000002,2.45954
104,3,Townhouse,2024,1295.0,9b fuge street,highett,3190.0,4,3,-37.9461234,145.0289738,208011171,Greater Melbourne,20.353150000000003,0.53715,0.97223,1.36649,0.98814,0.36269999999999997
105,1,House,2024,520.0,39b greenleaf circuit,tarneit,3029.0,3,2,-37.8576231,144.6621833,213051585,Greater Melbourne,33.187839999999994,0.84608,1.06083,6.58749,0.77971,3.06726
106,1,House,2024,1195.0,1a lucas street,brighton east,3187.0,3,2,-37.9222334,145.0061177,208011170,Greater Melbourne,13.286620000000001,0.9279400000000001,0.36997,1.67063,1.51245,1.74376
107,3,House,2024,625.0,10 hester street,blairgowrie,3942.0,4,2,-38.3584565,144.7613578,214021383,Greater Melbourne,49.01579,3.5605700000000002,0.71104,44.81033,2.9489099999999997,3.47438
108,1,Unit,2024,850.0,301/220 commercial road,prahran,3181.0,2,1,-37.84723899999999,144.99358,206061136,Greater Melbourne,5.99976,0.83789,0.63352,0.71051,0.16319999999999998,0.33774
109,2,Unit,2024,625.0,3/3-25 hanover street,fitzroy,3065.0,2,1,-37.8026342,144.9750293,206071142,Greater Melbourne,2.05231,0.18198,0.31189999999999996,1.02347,0.27438999999999997,0.74387
110,1,Townhouse,2024,530.0,6/20 hancock crescent,braybrook,3019.0,2,2,-37.7822239,144.8586913,213031347,Greater Melbourne,12.163450000000001,0.5219600000000001,0.5071100000000001,2.5261199999999997,1.54353,5.1033599999999995
111,1,Unit,2024,650.0,7/88 southbank boulevard,southbank,3006.0,2,1,-37.8234641,144.9646631,206041509,Greater Melbourne,1.9639000000000002,0.80067,0.52828,1.25458,0.49126,1.5517100000000001
112,1,Unit,2024,615.0,715v/162 albert street,east melbourne,3002.0,2,1,-37.8100432,144.9855313,206041119,Greater Melbourne,2.6919299999999997,0.75261,0.27867000000000003,0.86338,0.23446,0.26831
113,1,Unit,2024,680.0,2.02/776 riversdale road,camberwell,3124.0,2,2,-37.834019,145.0784129,207011149,Greater Melbourne,14.04433,0.37189999999999995,0.63377,1.20541,0.09523000000000001,1.64439
114,1,Unit,2024,600.0,6213/172 edward street street,brunswick east,3057.0,2,1,-37.775312,144.9718123,206011106,Greater Melbourne,4.79388,0.81378,0.29431,1.3030599999999999,0.91015,0.6229
115,1,Unit,2024,500.0,304/40 burgundy street,heidelberg,3084.0,2,1,-37.7563909,145.0690427,209011198,Greater Melbourne,14.5214,0.18943000000000002,0.44764,0.82299,0.13146000000000002,0.25313
116,1,Unit,2024,575.0,307/1b nelson street,ringwood,3134.0,2,2,-37.8119331,145.2263716,211031266,Greater Melbourne,27.56107,0.6554099999999999,0.71551,0.9765900000000001,0.28305,0.6770499999999999
117,0,Unit,2024,540.0,1408/2 newquay promenade,docklands,3008.0,1,1,-37.8141226,144.9438269,206041118,Greater Melbourne,2.24359,0.49741,0.43816000000000005,1.85453,0.56056,1.02399
118,1,Unit,2024,525.0,908/280 spencer street,melbourne,3000.0,1,1,-37.8139473,144.9520227,206041505,Greater Melbourne,1.30677,0.40058,0.7979400000000001,0.5130800000000001,0.18987,1.55436
119,2,House,2024,740.0,1030 nepean highway,mornington,3931.0,4,2,-38.2250967,145.0516577,214021591,Greater Melbourne,71.09545,0.71116,0.91971,0.77112,1.19505,0.50558
120,2,Unit,2024,950.0,70/183 city road,southbank,3006.0,3,2,-37.8247935,144.9618171,206041509,Greater Melbourne,1.94647,1.05897,0.20612,1.78212,0.22924,1.0403699999999998
121,2,House,2024,490.0,3 dover hedge walk,wollert,3750.0,3,2,-37.6144518,145.0418939,209041437,Greater Melbourne,27.1249,2.89888,1.53339,6.62847,3.57216,7.083279999999999
122,0,Studio,2024,460.0,917/6 leicester street,carlton,3053.0,1,1,-37.806138,144.9602874,206041117,Greater Melbourne,1.22901,0.47793,0.81625,1.1125699999999998,0.3342,0.20198
123,0,Unit,2024,800.0,7/38 mitford street,elwood,3184.0,3,1,-37.8745229,144.9835571,206051129,Greater Melbourne,8.514790000000001,0.31994,0.33382,1.76006,0.6946599999999999,1.9651500000000002
124,2,Unit,2024,875.0,3/5 vautier street,elwood,3184.0,4,2,-37.885826,144.9870232,206051129,Greater Melbourne,10.22611,0.51866,0.35052999999999995,2.4599,0.12473000000000001,0.48358999999999996
125,1,Unit,2024,500.0,202/2 cromwell road,south yarra,3141.0,1,1,-37.84708639999999,144.9997062,206061516,Greater Melbourne,6.30112,1.2168299999999999,0.04954,0.44887,0.5802,0.41245
126,2,House,2024,1400.0,50 hopetoun avenue,canterbury,3126.0,5,3,-37.8186648,145.0775678,207011155,Greater Melbourne,10.81959,0.8415499999999999,0.96148,1.07664,1.25878,0.93013
127,2,House,2024,535.0,44 stambridge st,tarneit,3029.0,4,2,-37.8208719,144.6769797,213051584,Greater Melbourne,33.12646,1.4144400000000001,1.07014,3.81716,2.44529,4.301229999999999
128,2,Townhouse,2024,680.0,2 oxford street,west footscray,3012.0,3,2,-37.7923592,144.8773982,213031351,Greater Melbourne,9.957559999999999,0.16022,0.18684,1.81665,1.0339800000000001,1.2825799999999998
129,1,House,2024,470.0,2/3 charlesworth street,laverton,3028.0,3,1,-37.8600332,144.7757541,213051363,Greater Melbourne,21.4772,1.5949200000000001,0.38866,2.84931,1.87198,2.24413
130,1,Unit,2024,500.0,11/210 corrigan road,noble park,3174.0,2,1,-37.9725899,145.1658389,212041460,Greater Melbourne,34.99405,0.80152,0.68735,1.77001,1.07671,1.64639
131,3,Townhouse,2024,550.0,2/20 navarre court,meadow heights,3048.0,2,2,-37.6571941,144.9229936,210051247,Greater Melbourne,19.47849,1.65717,0.7336,2.41101,1.80984,4.27893
132,1,House,2024,680.0,120 power avenue,chadstone,3148.0,3,1,-37.8776457,145.1033155,212051319,Greater Melbourne,18.28418,0.5151399999999999,0.39953,1.4447,0.84216,1.87886
133,1,House,2024,840.0,1 & 2/32 folkstone crescent,ferntree gully,3156.0,4,3,-37.88899019999999,145.2590059,211011448,Greater Melbourne,38.35197,0.91703,0.55404,4.5497700000000005,1.70655,2.00155
134,2,House,2024,500.0,34 silvereye circuit,beveridge,3753.0,4,2,-37.4714142,144.9638294,209041224,Greater Melbourne,45.70447,1.3785699999999999,1.86715,10.15859,8.13545,16.92332
135,1,Townhouse,2024,1100.0,7/398 elgar road,box hill,3128.0,4,4,-37.821922,145.1142951,207031163,Greater Melbourne,19.74589,0.87822,1.12634,1.01071,0.99795,0.5308999999999999
136,0,Unit,2024,700.0,12/63 alexandra avenue,south yarra,3141.0,1,1,-37.8322438,144.9892193,206061515,Greater Melbourne,4.25021,0.46670999999999996,1.2233699999999998,1.08843,0.92035,2.41934
137,3,House,2024,580.0,46 linden street,altona meadows,3028.0,4,2,-37.8669271,144.776697,213021342,Greater Melbourne,22.52019,0.8749,0.6204299999999999,1.9034,0.81925,2.17974
